index,var,beta_clock2,CHR,bp_hg38,Gene,Gene.hg19,ENTREZID,conservationInMouse,GeneRegionID,annotation,CHR_mm10,bp_mm10,Gene_mm10
723,cg24557436,0.0654041335741164,9,81687376,TLE1,TLE1,7088,conserved gene and region in mouse and human,TLE1_Exon,"Exon (ENST00000376499.8/7088, exon 2 of 20)",4,72199339.0,Tle1
679,cg22882174,0.0645244908735124,8,38423109,FGFR1,FGFR1,2260,conserved gene but different region in human and mouse,FGFR1_Exon,"Exon (ENST00000341462.8/2260, exon 8 of 19)",8,25563439.0,Fgfr1
51,cg01648756,0.064415481268162,4,150490965,LRBA,LRBA,987,conserved gene but different region in human and mouse,LRBA_threeUTR,3' UTR,3,86605939.0,Lrba
194,cg07279255,0.0637143715880577,2,118847861,EN1,EN1,2019,conserved gene and region in mouse and human,EN1_Promoter,Promoter (<=1kb),1,120602318.0,En1
437,cg14728312,0.0635254318024691,7,70446526,AUTS2,AUTS2,26053,"mapped in human, not mapped in mouse",AUTS2_Intron,"Intron (ENST00000644939.1/26053, intron 5 of 18)",,,
678,cg22805522,0.0628857786216887,1,63318178,LINC00466,LINC00466,199899,"mapped in human, not mapped in mouse",LINC00466_Promoter,Promoter (<=1kb),,,
778,cg26363341,0.0625967396906605,2,208304946,PIKFYVE,PIKFYVE,200576,conserved gene and region in mouse and human,PIKFYVE_threeUTR,3' UTR,1,65224262.0,Pikfyve
330,cg11677981,0.0612045224008076,15,89360535,MIR9-3HG,MIR9-3,254559,mapped to different gene in human and mouse,MIR9-3HG_Promoter,Promoter (1-2kb),7,79497894.0,Polg
797,cg26920416,0.0611763785203804,9,138102700,CACNA1B,CACNA1B,774,conserved gene and region in mouse and human,CACNA1B_Intron,"Intron (ENST00000371372.6/774, intron 37 of 46)",2,24625344.0,Cacna1b
433,cg14666740,0.0611257056366439,20,38728096,SLC32A1,SLC32A1,140679,conserved gene and region in mouse and human,SLC32A1_Exon,"Exon (ENST00000217420.2/140679, exon 2 of 2)",2,158614461.0,Slc32a1
344,cg12307242,0.0604510062472523,7,122328825,CADPS2,CADPS2,93664,conserved gene and region in mouse and human,CADPS2_Intron,"Intron (ENST00000482375.5/ENST00000482375.5, intron 1 of 3)",6,23272758.0,Cadps2
10,cg00362836,0.0596165858568934,17,12473058,LINC00670,LINC00670,284034,"mapped in human, not mapped in mouse",LINC00670_Intergenic_upstream,Distal Intergenic,11,65435676.0,Myocd
672,cg22454769,0.0593164559492648,2,105399310,FHL2,FHL2,2274,"mapped in human, not mapped in mouse",FHL2_fiveUTR,Promoter (<=1kb),,,
559,cg18787121,0.0587687324536788,17,48625777,HOXB7,HOXB9,3217,"mapped in human, not mapped in mouse",HOXB7_Exon,"Exon (ENST00000311177.7/3219, exon 1 of 2)",11,96272033.0,Hoxb9
509,cg17116410,0.0585021552577285,12,54037896,HOXC4,HOXC4,3221,conserved gene but different region in human and mouse,HOXC4_Exon,"Exon (ENST00000507650.1/3221, exon 1 of 3)",15,103018923.0,Hoxc4
226,cg08446005,0.0576800242105337,17,78359055,SOCS3,SOCS3,9021,"mapped in human, not mapped in mouse",SOCS3_Exon,"Exon (ENST00000330871.3/9021, exon 2 of 2)",11,117968190.0,Socs3
263,cg09453226,0.0576593050279609,16,74899729,WDR59,WDR59,79726,conserved gene and region in mouse and human,WDR59_Exon,"Exon (ENST00000569229.5/79726, exon 6 of 9)",8,111472661.0,Wdr59
686,cg23088328,0.0575218264705761,1,170661790,PRRX1,PRRX1,5396,"mapped in human, not mapped in mouse",PRRX1_Promoter,Promoter (<=1kb),1,163314942.0,Prrx1
608,cg20100200,0.0565780278181245,14,63375966,PPP2R5E,PPP2R5E,5529,"mapped in human, not mapped in mouse",PPP2R5E_threeUTR,3' UTR,,,
224,cg08402704,0.056503560430974,1,90851824,LINC01763,BARHL2,105378854,mapped to different gene in human and mouse,LINC01763_Exon,Promoter (<=1kb),5,106574936.0,Gm17304
4,cg00098422,0.055805395258519,1,224389815,WDR26,WDR26,80232,conserved gene and region in mouse and human,WDR26_threeUTR,3' UTR,1,181177786.0,Wdr26
120,cg04817453,0.0551068250280881,16,73053847,ZFHX3,ZFHX3,463,"mapped in human, not mapped in mouse",ZFHX3_Intron,"Intron (ENST00000397992.5/463, intron 1 of 8)",,,
527,cg17708456,0.0550273669928499,3,169663775,MECOM,MECOM,2122,conserved gene and region in mouse and human,MECOM_fiveUTR,Promoter (<=1kb),3,30509822.0,Mecom
673,cg22588813,0.0539022842524925,14,39176528,PNN,PNN,5411,"mapped in human, not mapped in mouse",PNN_Exon,"Exon (ENST00000553331.5/5411, exon 3 of 6)",12,59068286.0,Pnn
8,cg00258262,0.0536788989577108,1,90828767,LINC02609,BARHL2,105378853,mapped to different gene in human and mouse,LINC02609_Exon,"Exon (ENST00000658618.1/105378853, exon 2 of 2)",5,106554673.0,Gm17304
469,cg15804249,0.0534622261006191,15,67595330,MAP2K5,MAP2K5,5607,"mapped in human, not mapped in mouse",MAP2K5_Intron,"Intron (ENST00000178640.10/5607, intron 7 of 21)",9,63327494.0,Map2k5
108,cg04353319,0.0534085853635035,17,2400859,MNT,MNT,4335,conserved gene and region in mouse and human,MNT_fiveUTR,Promoter (<=1kb),11,74831181.0,Mnt
248,cg09023627,0.0525207743811421,1,15872997,SPEN,SPEN,23013,"mapped in human, not mapped in mouse",SPEN_Exon,"Exon (ENST00000375759.8/23013, exon 2 of 15)",4,141522210.0,Spen
365,cg12722365,0.0522299209181676,3,148075939,LINC02032,AGTR1,100507461,mapped to different gene in human and mouse,LINC02032_Promoter,Promoter (<=1kb),9,90700723.0,Gm2497
57,cg02034779,0.0514318443574355,1,20482558,CAMK2N1,CAMK2N1,55450,"mapped in human, not mapped in mouse",CAMK2N1_threeUTR,3' UTR,,,
237,cg08676748,0.0508559604600063,15,40925729,DLL4,DLL4,54567,"mapped in human, not mapped in mouse",DLL4_Promoter,Promoter (3-4kb),2,119322279.0,Dll4
396,cg13532184,0.050780143398902,12,56118310,ESYT1,ZC3H10,23344,mapped to different gene in human and mouse,ESYT1_fiveUTR,Promoter (<=1kb),10,128547701.0,Zc3h10
139,cg05359706,0.0506291948411475,2,178331552,OSBPL6,OSBPL6,114880,"mapped in human, not mapped in mouse",OSBPL6_Exon,"Exon (ENST00000392505.6/114880, exon 6 of 26)",2,76548319.0,Osbpl6
558,cg18691948,0.0501633297250592,7,8441437,NXPH1,NXPH1,30010,conserved gene and region in mouse and human,NXPH1_Intron,"Intron (ENST00000405863.6/30010, intron 2 of 2)",6,8956158.0,Nxph1
77,cg02953590,0.0497587950560934,4,140153008,MAML3,MAML3,55534,conserved gene and region in mouse and human,MAML3_Exon,"Exon (ENST00000509479.6/55534, exon 1 of 5)",3,52103827.0,Maml3
462,cg15437942,0.049477061031849,9,124018172,LHX2,LHX2,9355,conserved gene and region in mouse and human,LHX2_Intron,"Intron (ENST00000373615.9/9355, intron 3 of 4)",2,38357359.0,Lhx2
708,cg23783364,0.0491679724974415,4,84443569,NKX6-1,NKX6-1,4825,conserved gene and region in mouse and human,NKX6-1_Intergenic_downstream,Distal Intergenic,5,101603254.0,Nkx6-1
116,cg04706544,0.0489706919865141,10,49396706,DRGX,DRGX,644168,conserved gene and region in mouse and human,DRGX_Promoter,Promoter (<=1kb),14,32598755.0,Prrxl1
54,cg01946200,0.0483468938335507,12,49342274,DNAJC22,DNAJC22,79962,conserved gene and region in mouse and human,DNAJC22_Promoter,Promoter (4-5kb),15,99093770.0,Dnajc22
541,cg18094982,0.0482305970920599,12,20695438,SLCO1C1,SLCO1C1,53919,"mapped in human, not mapped in mouse",SLCO1C1_fiveUTR,Promoter (<=1kb),6,141524375.0,Slco1c1
631,cg20884304,0.0475488201476245,2,143401857,ARHGAP15,ARHGAP15,55843,conserved gene and region in mouse and human,ARHGAP15_Intron,"Intron (ENST00000552641.5/55843, intron 6 of 7)",2,44029308.0,Arhgap15
554,cg18543660,0.0471403210883907,1,90834002,LINC02609,BARHL2,105378853,mapped to different gene in human and mouse,LINC02609_Intron,"Intron (ENST00000671059.1/105378853, intron 1 of 2)",5,106559736.0,Gm17304
419,cg14299268,0.0470057615297076,20,9373073,PLCB4,PLCB4,5332,conserved gene and region in mouse and human,PLCB4_Exon,"Exon (ENST00000378473.7/5332, exon 11 of 38)",2,135939973.0,Plcb4
622,cg20565386,0.0469974364354025,19,45068090,CLASRP,CLASRP,11129,conserved gene but different region in human and mouse,CLASRP_Exon,"Exon (ENST00000585432.1/11129, exon 2 of 2)",7,19584747.0,Clasrp
206,cg07601141,0.0465549011127872,1,98046153,MIR137HG,MIR137HG,400765,mapped to different gene in human and mouse,MIR137HG_Exon,"Exon (ENST00000424528.2/400765, exon 3 of 5)",3,118433860.0,Dpyd
804,cg27208859,0.046076244839713,X,133999650,GPC3,GPC3,2719,conserved gene and region in mouse and human,GPC3_Intergenic_upstream,Distal Intergenic,X,52627685.0,Gpc3
72,cg02783173,0.0459641232774117,4,112521614,NEUROG2-AS1,NEUROG2,105377372,"mapped in human, not mapped in mouse",NEUROG2-AS1_Intron,"Intron (ENST00000504009.1/105377372, intron 1 of 3)",3,127627577.0,Neurog2
781,cg26474314,0.0457346960207844,10,123144411,HMX2,HMX2,3167,mapped to different gene in human and mouse,HMX2_Promoter,Promoter (3-4kb),7,131550637.0,Fgfr2
703,cg23567910,0.0444083554074466,19,30224550,ZNF536,ZNF536,9745,conserved gene and region in mouse and human,ZNF536_Promoter,Promoter (3-4kb),7,37773800.0,Zfp536
746,cg25381383,0.0416315355505853,15,37102429,MEIS2,MEIS2,4212,mapped to different gene in human and mouse,MEIS2_Promoter,Promoter (1-2kb),2,116067922.0,Meis2
52,cg01712842,0.0415656927156901,4,112523624,NEUROG2-AS1,NEUROG2,105377372,mapped to different gene in human and mouse,NEUROG2-AS1_Intron,"Intron (ENST00000504009.1/105377372, intron 1 of 3)",3,127625813.0,Neurog2
647,cg21608448,0.0410993602129709,3,136151451,MSL2,MSL2,55167,conserved gene and region in mouse and human,MSL2_Exon,"Exon (ENST00000309993.3/55167, exon 2 of 2)",9,101101857.0,Msl2
445,cg14991111,0.040279154948777,7,135394031,CNOT4,CNOT4,4850,conserved gene and region in mouse and human,CNOT4_Exon,"Exon (ENST00000451834.5/4850, exon 10 of 12)",6,35051175.0,Cnot4
30,cg01090334,0.0400656494115831,X,21516521,CNKSR2,CNKSR2,22866,conserved gene but different region in human and mouse,CNKSR2_threeUTR,3' UTR,X,157919855.0,Cnksr2
758,cg25694286,0.0390629402625785,22,38489317,DDX17,DDX17,10521,conserved gene and region in mouse and human,DDX17_threeUTR,3' UTR,15,79533069.0,Ddx17
229,cg08510667,0.038626173720431,17,78359068,SOCS3,SOCS3,9021,conserved gene and region in mouse and human,SOCS3_Exon,"Exon (ENST00000330871.3/9021, exon 2 of 2)",11,117968203.0,Socs3
779,cg26420776,0.0380353064497308,7,1237756,UNCX,UNCX,340260,conserved gene and region in mouse and human,UNCX_Intergenic_downstream,Distal Intergenic,5,139548762.0,Uncx
99,cg03917360,0.0376017765975652,16,54543200,LINC02140,IRX3,100996345,mapped to different gene in human and mouse,LINC02140_Exon,"Exon (ENST00000637822.1/ENST00000637822.1, exon 6 of 6)",8,92026859.0,Irx3
534,cg17829569,0.0372768018253741,X,39514829,LINC01282,LINC01281,101927449,mapped to different gene in human and mouse,LINC01282_Intergenic_upstream,Distal Intergenic,X,11490190.0,Gm14515
409,cg13935834,0.037263242879031,10,129849719,EBF3,EBF3,253738,conserved gene and region in mouse and human,EBF3_Intron,"Intron (ENST00000368648.7/253738, intron 10 of 15)",7,137207505.0,Ebf3
692,cg23272565,0.036808152338336,10,129571632,MGMT,MGMT,4255,"mapped in human, not mapped in mouse",MGMT_Intron,"Intron (ENST00000306010.8/4255, intron 2 of 4)",7,136980838.0,Mgmt
64,cg02287493,0.0367554190051662,X,21374917,CNKSR2,CNKSR2,22866,conserved gene and region in mouse and human,CNKSR2_Exon,"Exon (ENST00000642359.1/22866, exon 1 of 21)",X,158042820.0,Cnksr2
364,cg12721805,0.036616802784843,1,116031406,SLC22A15,SLC22A15,55356,"mapped in human, not mapped in mouse",SLC22A15_Exon,"Exon (ENST00000369503.9/55356, exon 6 of 12)",3,101880183.0,Slc22a15
214,cg07932605,0.0364644691579187,15,37102437,MEIS2,MEIS2,4212,mapped to different gene in human and mouse,MEIS2_Promoter,Promoter (1-2kb),2,116067930.0,Meis2
799,cg26973693,0.0339746071806374,7,1232388,UNCX,UNCX,340260,conserved gene but different region in human and mouse,UNCX_Promoter,Promoter (<=1kb),5,139543500.0,Uncx
324,cg11514832,0.03380491244465,2,144466014,ZEB2,ZEB2,9839,conserved gene and region in mouse and human,ZEB2_Intron,"Intron (ENST00000636820.1/9839, intron 1 of 8)",2,45058463.0,Zeb2
369,cg12815291,0.0335504840572658,8,143439468,ZC3H3,ZC3H3,23144,conserved gene and region in mouse and human,ZC3H3_Intron,"Intron (ENST00000262577.6/23144, intron 11 of 11)",15,75756305.0,Zc3h3
31,cg01137681,0.0332002016781849,11,12764208,TEAD1,TEAD1,7003,conserved gene and region in mouse and human,TEAD1_fiveUTR,5' UTR,7,112759413.0,Tead1
98,cg03909491,0.0331132467935636,16,51245157,SALL1,SALL1,6299,conserved gene but different region in human and mouse,SALL1_Intron,"Intron (ENST00000642450.1/ENST00000642450.1, intron 2 of 3)",8,89153120.0,Gm6625
528,cg17718834,0.0320299279786288,1,10623271,PEX14,PEX14,5195,conserved gene but different region in human and mouse,PEX14_threeUTR,3' UTR,4,148967378.0,Pex14
705,cg23646867,0.0315378720414066,6,41593729,FOXP4,FOXP4,116113,conserved gene and region in mouse and human,FOXP4_Intron,"Intron (ENST00000373060.5/116113, intron 13 of 16)",17,47872445.0,Foxp4
28,cg01061575,0.0315107384044545,22,44702487,PRR5-ARHGAP8,PRR5-ARHGAP8,553158,mapped to different gene in human and mouse,PRR5-ARHGAP8_fiveUTR,Promoter (<=1kb),15,84681195.0,Prr5
240,cg08909367,0.0314815325090911,21,33096020,OLIG1,OLIG1,116448,conserved gene but different region in human and mouse,OLIG1_Intergenic_downstream,Distal Intergenic,16,91293063.0,Olig1
488,cg16391501,0.0309683940619043,10,100654689,PAX2,PAX2,5076,conserved gene and region in mouse and human,PAX2_Intergenic_upstream,Distal Intergenic,19,44670430.0,Pax2
526,cg17668518,0.0300268609071442,6,99604583,PRDM13,PRDM13,59336,conserved gene and region in mouse and human,PRDM13_Promoter,Promoter (2-3kb),4,21687960.0,Prdm13
815,cg27547112,0.0294771503870724,9,83973650,HNRNPK,HNRNPK,3190,conserved gene but different region in human and mouse,HNRNPK_Intron,"Intron (ENST00000448389.1/ENST00000448389.1, intron 1 of 1)",13,58395939.0,Hnrnpk
74,cg02864622,0.02939162238915,14,91983784,TRIP11,TRIP11,9321,"mapped in human, not mapped in mouse",TRIP11_Intron,"Intron (ENST00000267622.8/9321, intron 16 of 20)",12,101858742.0,Trip11
326,cg11610869,0.0287183725867154,16,54890798,CRNDE,CRNDE,643911,mapped to different gene in human and mouse,CRNDE_Intron,"Intron (ENST00000613942.2/643911, intron 4 of 5)",8,92335502.0,Irx5
651,cg21839725,0.0282728732862643,19,35723809,KMT2B,KMT2B,9757,conserved gene and region in mouse and human,KMT2B_Exon,"Exon (ENST00000420124.2/9757, exon 8 of 37)",7,30583384.0,Kmt2b
722,cg24551749,0.0281087238965977,12,53677516,ATP5MC2,ATP5MC2,517,mapped to different gene in human and mouse,ATP5MC2_Promoter,Promoter (<=1kb),15,102672488.0,Atp5g2
424,cg14381350,0.0280728591236345,12,130826483,STX2,STX2,2054,"mapped in human, not mapped in mouse",STX2_Intron,"Intron (ENST00000392373.7/2054, intron 2 of 10)",,,
567,cg19051359,0.0280298667599988,13,54394457,MIR1297,MIR1297,100302187,mapped to different gene in human and mouse,MIR1297_Intergenic_upstream,Distal Intergenic,14,81441366.0,Cyp2c73-ps
637,cg21180487,0.0277514916122434,1,154171419,TPM3,TPM3,7170,mapped to different gene in human and mouse,TPM3_threeUTR,3' UTR,3,90089116.0,Tpm3
168,cg06250511,0.0277052202254188,8,125219571,NSMCE2,NSMCE2,286053,"mapped in human, not mapped in mouse",NSMCE2_Intron,"Intron (ENST00000517532.5/286053, intron 5 of 6)",,,
453,cg15254020,0.0273969985727259,9,123422950,DENND1A,DENND1A,57706,conserved gene and region in mouse and human,DENND1A_Intron,"Intron (ENST00000473039.5/57706, intron 14 of 17)",2,37832524.0,Dennd1a
76,cg02946452,0.0273775971583172,11,21534465,NELL1,NELL1,4745,"mapped in human, not mapped in mouse",NELL1_Exon,"Exon (ENST00000325319.9/4745, exon 15 of 19)",7,50826351.0,Nell1
81,cg03163184,0.0273260531483827,12,16610213,LMO3,LMO3,55885,conserved gene but different region in human and mouse,LMO3_Promoter,Promoter (<=1kb),6,138426780.0,Lmo3
447,cg15009537,0.026642570093818,5,55475402,PLPP1,PLPP1,8611,"mapped in human, not mapped in mouse",PLPP1_Exon,"Exon (ENST00000307259.9/8611, exon 2 of 6)",13,112851450.0,Plpp1
25,cg00984060,0.0264883202744909,22,39685515,CACNA1I,CACNA1I,8911,"mapped in human, not mapped in mouse",CACNA1I_Intron,"Intron (ENST00000404898.5/8911, intron 35 of 35)",,,
277,cg10045881,0.0261993347918209,1,111227669,CHI3L2,CHI3L2,1117,"mapped in human, not mapped in mouse",CHI3L2_fiveUTR,5' UTR,,,
159,cg05844937,0.0261509198698492,6,1613906,FOXC1,FOXC1,2296,conserved gene but different region in human and mouse,FOXC1_Intergenic_downstream,Distal Intergenic,13,31810652.0,Foxc1
474,cg15913680,0.0261407965950773,11,72642299,PDE2A,PDE2A,5138,conserved gene but different region in human and mouse,PDE2A_fiveUTR,5' UTR,7,101451428.0,Gm45837
45,cg01550545,0.0260147448900951,1,61447809,NFIA,NFIA,4774,conserved gene and region in mouse and human,NFIA_Intron,"Intron (ENST00000371191.5/4774, intron 10 of 10)",4,98103086.0,Nfia
765,cg25906744,0.0259197741291078,X,140088074,LOC389895,LOC389895,389895,"mapped in human, not mapped in mouse",LOC389895_Promoter,Promoter (3-4kb),,,
342,cg12289045,0.0256114858562229,19,50638104,SYT3,SYT3,84258,"mapped in human, not mapped in mouse",SYT3_Intron,"Intron (ENST00000593901.5/84258, intron 2 of 10)",,,
436,cg14701342,0.0252178475735969,18,77833139,LINC01029,GALR1,101927715,"mapped in human, not mapped in mouse",LINC01029_Intergenic_downstream,Distal Intergenic,18,81852564.0,Gm50297
809,cg27291660,0.0252002464230744,14,22928580,PRMT5,PRMT5,10419,conserved gene but different region in human and mouse,PRMT5_Exon,Promoter (<=1kb),14,54516580.0,Prmt5
110,cg04368876,0.0249002642687048,10,96833840,LCOR,LCOR,84458,mapped to different gene in human and mouse,LCOR_Intron,"Intron (ENST00000371103.8/84458, intron 2 of 7)",19,41483958.0,Lcor
141,cg05456580,0.0245860533934553,14,31135533,HECTD1,HECTD1,25831,"mapped in human, not mapped in mouse",HECTD1_Exon,"Exon (ENST00000399332.6/25831, exon 21 of 43)",12,51774708.0,Hectd1
292,cg10559644,0.0240594050212032,1,204968962,NFASC,NFASC,23114,conserved gene and region in mouse and human,NFASC_Exon,"Exon (ENST00000404977.6/23114, exon 11 of 26)",1,132620944.0,Nfasc
69,cg02551294,0.0239740054820948,1,62999399,LINC01739,ATG4C,105378769,mapped to different gene in human and mouse,LINC01739_Intron,"Intron (ENST00000641890.1/105378769, intron 1 of 1)",4,99374942.0,Gm12685
793,cg26845448,0.0237357563618935,5,114362796,KCNN2,KCNN2,3781,conserved gene but different region in human and mouse,KCNN2_fiveUTR,5' UTR,18,45560174.0,Gm31907
192,cg07081182,0.0235179847708259,1,213159525,RPS6KC1,RPS6KC1,26750,conserved gene and region in mouse and human,RPS6KC1_Intron,"Intron (ENST00000543354.5/26750, intron 5 of 13)",1,190853897.0,Rps6kc1
189,cg07014363,0.0234122798519501,11,131562171,NTM,NTM,50863,conserved gene and region in mouse and human,NTM_Intron,"Intron (ENST00000374791.7/50863, intron 1 of 7)",9,29771589.0,Ntm
278,cg10128645,0.0233490757069871,X,106848291,TBC1D8B,TBC1D8B,54885,conserved gene and region in mouse and human,TBC1D8B_Exon,"Exon (ENST00000357242.10/54885, exon 11 of 21)",X,139732363.0,Tbc1d8b
438,cg14738500,0.0233155559534979,1,92486763,GFI1,GFI1,2672,conserved gene but different region in human and mouse,GFI1_fiveUTR,Promoter (<=1kb),5,107726684.0,Gfi1
109,cg04366185,0.0225924266463787,12,53839038,CISTR,HOXC13,102216268,mapped to different gene in human and mouse,CISTR_Intron,"Intron (ENST00000663306.1/ENST00000663306.1, intron 1 of 4)",15,102833180.0,Gm49473
494,cg16571746,0.0225681216161905,9,14314661,NFIB,NFIB,4781,"mapped in human, not mapped in mouse",NFIB_Intron,"Intron (ENST00000635877.1/4781, intron 1 of 9)",,,
636,cg21126148,0.0224261204050499,14,49894096,ARF6,ARF6,382,"mapped in human, not mapped in mouse",ARF6_Exon,"Exon (ENST00000298316.7/382, exon 2 of 2)",12,69373153.0,Arf6
270,cg09661809,0.0221874603752147,11,75242037,TPBGL,TPBGL,100507050,conserved gene and region in mouse and human,TPBGL_Exon,"Exon (ENST00000562197.3/100507050, exon 1 of 1)",7,99625654.0,Tpbgl
358,cg12564910,0.0220998751757351,17,78358987,SOCS3,SOCS3,9021,conserved gene and region in mouse and human,SOCS3_Exon,"Exon (ENST00000330871.3/9021, exon 2 of 2)",11,117968122.0,Socs3
133,cg05196683,0.022048697292165,19,35719524,KMT2B,KMT2B,9757,conserved gene and region in mouse and human,KMT2B_Exon,"Exon (ENST00000420124.2/9757, exon 2 of 37)",7,30587271.0,Kmt2b
546,cg18349747,0.0215243219264857,17,7884380,NAA38,CHD3,84316,mapped to different gene in human and mouse,NAA38_Promoter,Promoter (<=1kb),11,69369797.0,Chd3
467,cg15726426,0.0209897262576427,1,110674217,KCNA3,KCNA3,3738,"mapped in human, not mapped in mouse",KCNA3_Exon,Promoter (<=1kb),3,107036873.0,Kcna3
179,cg06721611,0.0209033069382684,10,101507443,BTRC,BTRC,8945,conserved gene and region in mouse and human,BTRC_Intron,"Intron (ENST00000393441.8/8945, intron 3 of 13)",19,45494108.0,Btrc
503,cg16764906,0.0208148549419404,2,171966532,HAT1,HAT1,8520,conserved gene and region in mouse and human,HAT1_Exon,"Exon (ENST00000392584.2/8520, exon 2 of 4)",2,71421334.0,Hat1
512,cg17251355,0.0207674100668645,2,59278032,LINC01793,LINC01122,101927285,mapped to different gene in human and mouse,LINC01793_Exon,"Exon (ENST00000409590.1/101927285, exon 3 of 3)",11,25335677.0,5730522E02Rik
217,cg08030321,0.0205708227373495,5,93191253,NR2F1-AS1,NR2F1-AS1,441094,"mapped in human, not mapped in mouse",NR2F1-AS1_Intergenic_downstream,Distal Intergenic,,,
303,cg10801485,0.0193711810376398,2,144465934,ZEB2,ZEB2,9839,conserved gene and region in mouse and human,ZEB2_Intron,"Intron (ENST00000636820.1/9839, intron 1 of 8)",2,45058383.0,Zeb2
385,cg13087210,0.0192544687924103,8,135542684,KHDRBS3,KHDRBS3,10656,"mapped in human, not mapped in mouse",KHDRBS3_Exon,"Exon (ENST00000355849.10/10656, exon 3 of 9)",15,69013388.0,Khdrbs3
669,cg22409694,0.0192122915483473,1,87338099,LMO4,LMO4,8543,conserved gene and region in mouse and human,LMO4_Intron,"Intron (ENST00000370544.10/8543, intron 2 of 4)",3,144196044.0,Lmo4
97,cg03905052,0.0187755201975471,1,97536915,DPYD,DPYD,1806,conserved gene and region in mouse and human,DPYD_Intron,"Intron (ENST00000370192.7/1806, intron 12 of 22)",3,118979167.0,Dpyd
604,cg20033770,0.0184822328939568,17,7910553,CHD3,CHD3,1107,conserved gene but different region in human and mouse,CHD3_threeUTR,3' UTR,11,69345508.0,Chd3
222,cg08321639,0.0176374947992411,8,115668975,TRPS1,TRPS1,7227,conserved gene but different region in human and mouse,TRPS1_fiveUTR,Promoter (<=1kb),15,50890050.0,Trps1
802,cg27096599,0.017054725395275,3,61562277,PTPRG,PTPRG,5793,conserved gene and region in mouse and human,PTPRG_fiveUTR,Promoter (<=1kb),14,11554237.0,Ptprg
591,cg19692957,0.0169052477016206,4,146654806,POU4F2,POU4F2,5458,conserved gene and region in mouse and human,POU4F2_Intergenic_downstream,Distal Intergenic,8,78420590.0,Pou4f2
356,cg12492738,0.0167284174855987,20,20363127,INSM1,INSM1,3642,mapped to different gene in human and mouse,INSM1_Promoter,Promoter (4-5kb),2,146217514.0,Cfap61
169,cg06333141,0.0167088650424744,1,212329287,PPP2R5A,PPP2R5A,5525,conserved gene and region in mouse and human,PPP2R5A_Exon,"Exon (ENST00000261461.7/5525, exon 2 of 13)",1,191372513.0,Ppp2r5a
508,cg17114460,0.0166418297951703,17,28884283,FLOT2,FLOT2,2319,conserved gene and region in mouse and human,FLOT2_Exon,"Exon (ENST00000394906.6/2319, exon 5 of 13)",11,78054816.0,Flot2
759,cg25699407,0.0162693355055606,6,19839215,ID4,ID4,3400,conserved gene and region in mouse and human,ID4_threeUTR,3' UTR,13,48262957.0,Id4
693,cg23287176,0.0161063714991074,1,10672330,CASZ1,CASZ1,54897,mapped to different gene in human and mouse,CASZ1_Intron,"Intron (ENST00000377022.8/54897, intron 4 of 20)",4,148922240.0,Casz1
745,cg25368206,0.0161057367016222,10,75703821,LRMDA,LRMDA,83938,conserved gene and region in mouse and human,LRMDA_Intron,"Intron (ENST00000611255.5/83938, intron 2 of 6)",14,22250220.0,Lrmda
525,cg17656607,0.0157651935675707,11,117776889,DSCAML1,DSCAML1,57453,conserved gene and region in mouse and human,DSCAML1_Exon,"Exon (ENST00000651296.2/57453, exon 3 of 33)",9,45450529.0,Dscaml1
609,cg20194417,0.0155848333424817,9,35801926,NPR2,NPR2,4882,conserved gene and region in mouse and human,NPR2_Exon,"Exon (ENST00000342694.6/4882, exon 9 of 22)",4,43643335.0,Npr2
378,cg12942661,0.0155119671036777,5,158823229,EBF1,EBF1,1879,conserved gene and region in mouse and human,EBF1_Exon,"Exon (ENST00000622875.4/1879, exon 2 of 10)",11,44883901.0,Ebf1
56,cg01998606,0.0154277882981307,2,144403976,ZEB2,ZEB2,9839,"mapped in human, not mapped in mouse",ZEB2_fiveUTR,5' UTR,2,45001660.0,Zeb2
138,cg05332360,0.0153140694855917,14,33567287,NPAS3,NPAS3,64067,"mapped in human, not mapped in mouse",NPAS3_Intron,"Intron (ENST00000551634.5/64067, intron 4 of 10)",12,53838492.0,Npas3
249,cg09061197,0.0153087067321403,3,136151421,MSL2,MSL2,55167,conserved gene and region in mouse and human,MSL2_Exon,"Exon (ENST00000309993.3/55167, exon 2 of 2)",9,101101887.0,Msl2
518,cg17357006,0.0151693657960265,10,112538434,VTI1A,VTI1A,143187,conserved gene but different region in human and mouse,VTI1A_Exon,"Exon (ENST00000496445.5/143187, exon 5 of 5)",19,55391972.0,Vti1a
798,cg26957053,0.0143484957588023,14,33800281,NPAS3,NPAS3,64067,conserved gene and region in mouse and human,NPAS3_Exon,"Exon (ENST00000551634.5/64067, exon 11 of 11)",12,54068282.0,Npas3
492,cg16542942,0.014174841312115,2,143842306,LOC101928386,GTDC1,101928386,"mapped in human, not mapped in mouse",LOC101928386_Intergenic_upstream,Distal Intergenic,,,
352,cg12428891,0.0139940056112896,4,17884546,LCORL,LCORL,254251,conserved gene and region in mouse and human,LCORL_Exon,"Exon (ENST00000382224.5/254251, exon 7 of 7)",5,45734279.0,Lcorl
681,cg22903204,0.0139401277356361,1,10672589,CASZ1,CASZ1,54897,mapped to different gene in human and mouse,CASZ1_Intron,"Intron (ENST00000377022.8/54897, intron 4 of 20)",4,148921985.0,Casz1
