index_x,var_x,beta_clock2,CHR_x,bp_hg38_x,Gene,Gene.hg19_x,ENTREZID_x,conservationInMouse_x,GeneRegionID_x,annotation_x,CHR_mm10_x,bp_mm10_x,Gene_mm10_x,index_y,var_y,beta_clock3,CHR_y,bp_hg38_y,Gene.hg19_y,ENTREZID_y,conservationInMouse_y,GeneRegionID_y,annotation_y,CHR_mm10_y,bp_mm10_y,Gene_mm10_y
327,cg11614630,0.0774607085971755,6,170293823,DLL1,DLL1,28514,conserved gene but different region in human and mouse,DLL1_Intron,"Intron (ENST00000630384.2/84498, intron 1 of 10)",17,15378809.0,Dll1,691,cg07476673,0.257431390502405,6,170293832,DLL1,28514,conserved gene but different region in human and mouse,DLL1_Intron,"Intron (ENST00000630384.2/84498, intron 1 of 10)",17,15378866.0,Dll1
370,cg12818872,0.0771603404942117,2,43905666,LRPPRC,LRPPRC,10128,"mapped in human, not mapped in mouse",LRPPRC_Intron,"Intron (ENST00000260665.12/10128, intron 31 of 37)",17,84716601.0,Lrpprc,481,cg12818872,0.550764024964105,2,43905666,LRPPRC,10128,"mapped in human, not mapped in mouse",LRPPRC_Intron,"Intron (ENST00000260665.12/10128, intron 31 of 37)",17,84716601.0,Lrpprc
660,cg22144210,0.0760982709076399,17,57679579,MSI2,MSI2,124540,conserved gene and region in mouse and human,MSI2_threeUTR,3' UTR,11,88344629.0,Msi2,667,cg22144210,0.0939368676603925,17,57679579,MSI2,124540,conserved gene and region in mouse and human,MSI2_threeUTR,3' UTR,11,88344629.0,Msi2
741,cg25195795,0.0760874659416187,10,21518323,SKIDA1,SKIDA1,387640,mapped to different gene in human and mouse,SKIDA1_fiveUTR,5' UTR,2,18048863.0,Skida1,730,cg25195795,0.254922867476456,10,21518323,SKIDA1,387640,mapped to different gene in human and mouse,SKIDA1_fiveUTR,5' UTR,2,18048863.0,Skida1
718,cg24393114,0.0738442730761708,13,42720528,FAM216B,FAM216B,144809,mapped to different gene in human and mouse,FAM216B_Intergenic_upstream,Distal Intergenic,14,78159796.0,Gm48959,396,cg24393114,0.0831422417727486,13,42720528,FAM216B,144809,mapped to different gene in human and mouse,FAM216B_Intergenic_upstream,Distal Intergenic,14,78159796.0,Gm48959
153,cg05704605,0.0729251711831239,20,47238916,ZMYND8,ZMYND8,23613,"mapped in human, not mapped in mouse",ZMYND8_Exon,"Exon (ENST00000311275.11/23613, exon 15 of 22)",2,165807695.0,Zmynd8,162,cg05704605,0.448091841865695,20,47238916,ZMYND8,23613,"mapped in human, not mapped in mouse",ZMYND8_Exon,"Exon (ENST00000311275.11/23613, exon 15 of 22)",2,165807695.0,Zmynd8
368,cg12813831,0.072547899333723,8,59657932,LOC100505501,TOX,100505501,mapped to different gene in human and mouse,LOC100505501_Intergenic_downstream,Distal Intergenic,4,7596412.0,Gm11794,694,cg12813831,0.0271447635049683,8,59657932,TOX,100505501,mapped to different gene in human and mouse,LOC100505501_Intergenic_downstream,Distal Intergenic,4,7596412.0,Gm11794
730,cg24924928,0.0722777471902098,17,29286101,NUFIP2,NUFIP2,57532,conserved gene and region in mouse and human,NUFIP2_Exon,"Exon (ENST00000225388.9/57532, exon 2 of 4)",11,77693144.0,Nufip2,595,cg24924928,0.0817245898737684,17,29286101,NUFIP2,57532,conserved gene and region in mouse and human,NUFIP2_Exon,"Exon (ENST00000225388.9/57532, exon 2 of 4)",11,77693144.0,Nufip2
281,cg10186512,0.0713972822317769,9,125546052,MAPKAP1,MAPKAP1,79109,conserved gene and region in mouse and human,MAPKAP1_Intron,"Intron (ENST00000373511.6/79109, intron 6 of 10)",2,34531263.0,Mapkap1,487,cg10439738,0.0989386701349916,9,125542176,MAPKAP1,79109,conserved gene and region in mouse and human,MAPKAP1_Intron,"Intron (ENST00000373511.6/79109, intron 7 of 10)",2,34535014.0,Mapkap1
658,cg22100382,0.0666342670599637,2,147512452,ACVR2A,ACVR2A,92,"mapped in human, not mapped in mouse",ACVR2A_Intergenic_upstream,Distal Intergenic,2,48481565.0,Gm13472,525,cg22100382,0.0387786684920783,2,147512452,ACVR2A,92,"mapped in human, not mapped in mouse",ACVR2A_Intergenic_upstream,Distal Intergenic,2,48481565.0,Gm13472
103,cg04087693,0.0665357525578941,6,50718303,TFAP2D,TFAP2D,83741,"mapped in human, not mapped in mouse",TFAP2D_Intron,"Intron (ENST00000008391.3/83741, intron 2 of 7)",1,19107490.0,Tfap2d,63,cg14865782,-0.147606141966996,6,50715409,TFAP2D,83741,"mapped in human, not mapped in mouse",TFAP2D_Exon,"Exon (ENST00000008391.3/83741, exon 2 of 8)",1,19104657.0,Tfap2d
732,cg24952195,0.0658565741696866,3,18356048,SATB1,SATB1,6304,conserved gene but different region in human and mouse,SATB1_Intron,"Intron (ENST00000414318.2/9779, intron 1 of 8)",17,51746925.0,Satb1,160,cg21132526,0.036681333093625,3,18370886,SATB1,6304,conserved gene but different region in human and mouse,SATB1_Intron,"Intron (ENST00000414318.2/9779, intron 1 of 8)",17,51761485.0,Satb1
147,cg05575054,0.0656710638885492,10,114045209,ADRB1,ADRB1,153,conserved gene and region in mouse and human,ADRB1_Exon,"Exon (ENST00000369295.4/153, exon 1 of 1)",19,56723415.0,Adrb1,106,cg05575054,0.0941406610227511,10,114045209,ADRB1,153,conserved gene and region in mouse and human,ADRB1_Exon,"Exon (ENST00000369295.4/153, exon 1 of 1)",19,56723415.0,Adrb1
51,cg01648756,0.064415481268162,4,150490965,LRBA,LRBA,987,conserved gene but different region in human and mouse,LRBA_threeUTR,3' UTR,3,86605939.0,Lrba,74,cg11128281,0.257841317086766,4,150599078,LRBA,987,conserved gene but different region in human and mouse,LRBA_threeUTR,3' UTR,3,86532137.0,Lrba
194,cg07279255,0.0637143715880577,2,118847861,EN1,EN1,2019,conserved gene and region in mouse and human,EN1_Promoter,Promoter (<=1kb),1,120602318.0,En1,28,cg14297772,-0.212410327377666,2,118847634,EN1,2019,"mapped in human, not mapped in mouse",EN1_fiveUTR,Promoter (<=1kb),1,120602530.0,En1
437,cg14728312,0.0635254318024691,7,70446526,AUTS2,AUTS2,26053,"mapped in human, not mapped in mouse",AUTS2_Intron,"Intron (ENST00000644939.1/26053, intron 5 of 18)",,,,209,cg14397160,0.0898763341094906,7,70132461,AUTS2,26053,"mapped in human, not mapped in mouse",AUTS2_Intron,"Intron (ENST00000644939.1/26053, intron 3 of 18)",,,
678,cg22805522,0.0628857786216887,1,63318178,LINC00466,LINC00466,199899,"mapped in human, not mapped in mouse",LINC00466_Promoter,Promoter (<=1kb),,,,246,cg11672180,0.0694216988041558,1,63317732,LINC00466,199899,"mapped in human, not mapped in mouse",LINC00466_Promoter,Promoter (<=1kb),,,
778,cg26363341,0.0625967396906605,2,208304946,PIKFYVE,PIKFYVE,200576,conserved gene and region in mouse and human,PIKFYVE_threeUTR,3' UTR,1,65224262.0,Pikfyve,221,cg26363341,0.175552260017072,2,208304946,PIKFYVE,200576,conserved gene and region in mouse and human,PIKFYVE_threeUTR,3' UTR,1,65224262.0,Pikfyve
330,cg11677981,0.0612045224008076,15,89360535,MIR9-3HG,MIR9-3,254559,mapped to different gene in human and mouse,MIR9-3HG_Promoter,Promoter (1-2kb),7,79497894.0,Polg,187,cg11677981,0.151532645051346,15,89360535,MIR9-3,254559,mapped to different gene in human and mouse,MIR9-3HG_Promoter,Promoter (1-2kb),7,79497894.0,Polg
797,cg26920416,0.0611763785203804,9,138102700,CACNA1B,CACNA1B,774,conserved gene and region in mouse and human,CACNA1B_Intron,"Intron (ENST00000371372.6/774, intron 37 of 46)",2,24625344.0,Cacna1b,589,cg26920416,0.150984651852715,9,138102700,CACNA1B,774,conserved gene and region in mouse and human,CACNA1B_Intron,"Intron (ENST00000371372.6/774, intron 37 of 46)",2,24625344.0,Cacna1b
672,cg22454769,0.0593164559492648,2,105399310,FHL2,FHL2,2274,"mapped in human, not mapped in mouse",FHL2_fiveUTR,Promoter (<=1kb),,,,46,cg22454769,0.000639657723139436,2,105399310,FHL2,2274,"mapped in human, not mapped in mouse",FHL2_fiveUTR,Promoter (<=1kb),,,
509,cg17116410,0.0585021552577285,12,54037896,HOXC4,HOXC4,3221,conserved gene but different region in human and mouse,HOXC4_Exon,"Exon (ENST00000507650.1/3221, exon 1 of 3)",15,103018923.0,Hoxc4,59,cg15229894,-0.0145414316823579,12,54033435,HOXC4,3221,"mapped in human, not mapped in mouse",HOXC4_Exon,"Exon (ENST00000312492.2/3222, exon 1 of 2)",15,103014394.0,Hoxc5
226,cg08446005,0.0576800242105337,17,78359055,SOCS3,SOCS3,9021,"mapped in human, not mapped in mouse",SOCS3_Exon,"Exon (ENST00000330871.3/9021, exon 2 of 2)",11,117968190.0,Socs3,39,cg08510667,0.0312676026720479,17,78359068,SOCS3,9021,conserved gene and region in mouse and human,SOCS3_Exon,"Exon (ENST00000330871.3/9021, exon 2 of 2)",11,117968203.0,Socs3
263,cg09453226,0.0576593050279609,16,74899729,WDR59,WDR59,79726,conserved gene and region in mouse and human,WDR59_Exon,"Exon (ENST00000569229.5/79726, exon 6 of 9)",8,111472661.0,Wdr59,499,cg09453226,0.0112404558791707,16,74899729,WDR59,79726,conserved gene and region in mouse and human,WDR59_Exon,"Exon (ENST00000569229.5/79726, exon 6 of 9)",8,111472661.0,Wdr59
608,cg20100200,0.0565780278181245,14,63375966,PPP2R5E,PPP2R5E,5529,"mapped in human, not mapped in mouse",PPP2R5E_threeUTR,3' UTR,,,,2,cg00101675,-0.10135350406072,14,63453806,PPP2R5E,5529,conserved gene and region in mouse and human,PPP2R5E_Exon,"Exon (ENST00000337537.8/5529, exon 3 of 14)",12,75515719.0,Ppp2r5e
224,cg08402704,0.056503560430974,1,90851824,LINC01763,BARHL2,105378854,mapped to different gene in human and mouse,LINC01763_Exon,Promoter (<=1kb),5,106574936.0,Gm17304,630,cg08402704,0.144376176809899,1,90851824,BARHL2,105378854,mapped to different gene in human and mouse,LINC01763_Exon,Promoter (<=1kb),5,106574936.0,Gm17304
4,cg00098422,0.055805395258519,1,224389815,WDR26,WDR26,80232,conserved gene and region in mouse and human,WDR26_threeUTR,3' UTR,1,181177786.0,Wdr26,115,cg13753818,-0.00102142483642952,1,224431495,WDR26,80232,conserved gene and region in mouse and human,WDR26_Exon,"Exon (ENST00000414423.8/80232, exon 3 of 14)",1,181209021.0,Wdr26
120,cg04817453,0.0551068250280881,16,73053847,ZFHX3,ZFHX3,463,"mapped in human, not mapped in mouse",ZFHX3_Intron,"Intron (ENST00000397992.5/463, intron 1 of 8)",,,,418,cg14023941,-0.136016045876628,16,73505145,LINC01568,463,conserved gene and region in mouse and human,ZFHX3_Intron,"Intron (ENST00000641206.2/463, intron 2 of 17)",8,108281792.0,Zfhx3
8,cg00258262,0.0536788989577108,1,90828767,LINC02609,BARHL2,105378853,mapped to different gene in human and mouse,LINC02609_Exon,"Exon (ENST00000658618.1/105378853, exon 2 of 2)",5,106554673.0,Gm17304,338,cg00258262,0.0646816103704225,1,90828767,BARHL2,105378853,mapped to different gene in human and mouse,LINC02609_Exon,"Exon (ENST00000658618.1/105378853, exon 2 of 2)",5,106554673.0,Gm17304
108,cg04353319,0.0534085853635035,17,2400859,MNT,MNT,4335,conserved gene and region in mouse and human,MNT_fiveUTR,Promoter (<=1kb),11,74831181.0,Mnt,752,cg04353319,0.00327090708254933,17,2400859,MNT,4335,conserved gene and region in mouse and human,MNT_fiveUTR,Promoter (<=1kb),11,74831181.0,Mnt
57,cg02034779,0.0514318443574355,1,20482558,CAMK2N1,CAMK2N1,55450,"mapped in human, not mapped in mouse",CAMK2N1_threeUTR,3' UTR,,,,344,cg02034779,0.0301456378954406,1,20482558,CAMK2N1,55450,"mapped in human, not mapped in mouse",CAMK2N1_threeUTR,3' UTR,,,
237,cg08676748,0.0508559604600063,15,40925729,DLL4,DLL4,54567,"mapped in human, not mapped in mouse",DLL4_Promoter,Promoter (3-4kb),2,119322279.0,Dll4,15,cg01910711,0.179244862550559,15,40930850,DLL4,54567,"mapped in human, not mapped in mouse",DLL4_Exon,Promoter (<=1kb),2,119327346.0,Dll4
396,cg13532184,0.050780143398902,12,56118310,ESYT1,ZC3H10,23344,mapped to different gene in human and mouse,ESYT1_fiveUTR,Promoter (<=1kb),10,128547701.0,Zc3h10,20,cg13532184,0.289516581563769,12,56118310,ZC3H10,23344,mapped to different gene in human and mouse,ESYT1_fiveUTR,Promoter (<=1kb),10,128547701.0,Zc3h10
139,cg05359706,0.0506291948411475,2,178331552,OSBPL6,OSBPL6,114880,"mapped in human, not mapped in mouse",OSBPL6_Exon,"Exon (ENST00000392505.6/114880, exon 6 of 26)",2,76548319.0,Osbpl6,628,cg05359706,0.000826213530303368,2,178331552,OSBPL6,114880,"mapped in human, not mapped in mouse",OSBPL6_Exon,"Exon (ENST00000392505.6/114880, exon 6 of 26)",2,76548319.0,Osbpl6
558,cg18691948,0.0501633297250592,7,8441437,NXPH1,NXPH1,30010,conserved gene and region in mouse and human,NXPH1_Intron,"Intron (ENST00000405863.6/30010, intron 2 of 2)",6,8956158.0,Nxph1,365,cg18691948,0.0935568759347824,7,8441437,NXPH1,30010,conserved gene and region in mouse and human,NXPH1_Intron,"Intron (ENST00000405863.6/30010, intron 2 of 2)",6,8956158.0,Nxph1
77,cg02953590,0.0497587950560934,4,140153008,MAML3,MAML3,55534,conserved gene and region in mouse and human,MAML3_Exon,"Exon (ENST00000509479.6/55534, exon 1 of 5)",3,52103827.0,Maml3,578,cg06679388,-0.0967882692634289,4,140094103,MAML3,55534,conserved gene and region in mouse and human,MAML3_Intron,"Intron (ENST00000509479.6/55534, intron 1 of 4)",3,52046281.0,Maml3
462,cg15437942,0.049477061031849,9,124018172,LHX2,LHX2,9355,conserved gene and region in mouse and human,LHX2_Intron,"Intron (ENST00000373615.9/9355, intron 3 of 4)",2,38357359.0,Lhx2,149,cg15437942,0.122866360908086,9,124018172,LHX2,9355,conserved gene and region in mouse and human,LHX2_Intron,"Intron (ENST00000373615.9/9355, intron 3 of 4)",2,38357359.0,Lhx2
708,cg23783364,0.0491679724974415,4,84443569,NKX6-1,NKX6-1,4825,conserved gene and region in mouse and human,NKX6-1_Intergenic_downstream,Distal Intergenic,5,101603254.0,Nkx6-1,725,cg23783364,0.112686268565493,4,84443569,NKX6-1,4825,conserved gene and region in mouse and human,NKX6-1_Intergenic_downstream,Distal Intergenic,5,101603254.0,Nkx6-1
116,cg04706544,0.0489706919865141,10,49396706,DRGX,DRGX,644168,conserved gene and region in mouse and human,DRGX_Promoter,Promoter (<=1kb),14,32598755.0,Prrxl1,558,cg04706544,0.133010484467009,10,49396706,DRGX,644168,conserved gene and region in mouse and human,DRGX_Promoter,Promoter (<=1kb),14,32598755.0,Prrxl1
541,cg18094982,0.0482305970920599,12,20695438,SLCO1C1,SLCO1C1,53919,"mapped in human, not mapped in mouse",SLCO1C1_fiveUTR,Promoter (<=1kb),6,141524375.0,Slco1c1,299,cg18094982,0.148648511353672,12,20695438,SLCO1C1,53919,"mapped in human, not mapped in mouse",SLCO1C1_fiveUTR,Promoter (<=1kb),6,141524375.0,Slco1c1
631,cg20884304,0.0475488201476245,2,143401857,ARHGAP15,ARHGAP15,55843,conserved gene and region in mouse and human,ARHGAP15_Intron,"Intron (ENST00000552641.5/55843, intron 6 of 7)",2,44029308.0,Arhgap15,155,cg01846532,-0.137163732389917,2,143390235,ARHGAP15,55843,"mapped in human, not mapped in mouse",ARHGAP15_Intron,"Intron (ENST00000552641.5/55843, intron 6 of 7)",2,44017425.0,Arhgap15
419,cg14299268,0.0470057615297076,20,9373073,PLCB4,PLCB4,5332,conserved gene and region in mouse and human,PLCB4_Exon,"Exon (ENST00000378473.7/5332, exon 11 of 38)",2,135939973.0,Plcb4,392,cg14299268,0.150762381212568,20,9373073,PLCB4,5332,conserved gene and region in mouse and human,PLCB4_Exon,"Exon (ENST00000378473.7/5332, exon 11 of 38)",2,135939973.0,Plcb4
804,cg27208859,0.046076244839713,X,133999650,GPC3,GPC3,2719,conserved gene and region in mouse and human,GPC3_Intergenic_upstream,Distal Intergenic,X,52627685.0,Gpc3,378,cg27208859,0.0126323058431298,X,133999650,GPC3,2719,conserved gene and region in mouse and human,GPC3_Intergenic_upstream,Distal Intergenic,X,52627685.0,Gpc3
52,cg01712842,0.0415656927156901,4,112523624,NEUROG2-AS1,NEUROG2,105377372,mapped to different gene in human and mouse,NEUROG2-AS1_Intron,"Intron (ENST00000504009.1/105377372, intron 1 of 3)",3,127625813.0,Neurog2,510,cg01712842,0.39627899298286,4,112523624,NEUROG2,105377372,mapped to different gene in human and mouse,NEUROG2-AS1_Intron,"Intron (ENST00000504009.1/105377372, intron 1 of 3)",3,127625813.0,Neurog2
445,cg14991111,0.040279154948777,7,135394031,CNOT4,CNOT4,4850,conserved gene and region in mouse and human,CNOT4_Exon,"Exon (ENST00000451834.5/4850, exon 10 of 12)",6,35051175.0,Cnot4,511,cg14991111,0.504276666196371,7,135394031,CNOT4,4850,conserved gene and region in mouse and human,CNOT4_Exon,"Exon (ENST00000451834.5/4850, exon 10 of 12)",6,35051175.0,Cnot4
30,cg01090334,0.0400656494115831,X,21516521,CNKSR2,CNKSR2,22866,conserved gene but different region in human and mouse,CNKSR2_threeUTR,3' UTR,X,157919855.0,Cnksr2,288,cg02287493,0.0010903656655392,X,21374917,CNKSR2,22866,conserved gene and region in mouse and human,CNKSR2_Exon,"Exon (ENST00000642359.1/22866, exon 1 of 21)",X,158042820.0,Cnksr2
99,cg03917360,0.0376017765975652,16,54543200,LINC02140,IRX3,100996345,mapped to different gene in human and mouse,LINC02140_Exon,"Exon (ENST00000637822.1/ENST00000637822.1, exon 6 of 6)",8,92026859.0,Irx3,716,cg03917360,0.0980445160261809,16,54543200,IRX3,100996345,mapped to different gene in human and mouse,LINC02140_Exon,"Exon (ENST00000637822.1/ENST00000637822.1, exon 6 of 6)",8,92026859.0,Irx3
534,cg17829569,0.0372768018253741,X,39514829,LINC01282,LINC01281,101927449,mapped to different gene in human and mouse,LINC01282_Intergenic_upstream,Distal Intergenic,X,11490190.0,Gm14515,739,cg17829569,0.126888068182134,X,39514829,LINC01281,101927449,mapped to different gene in human and mouse,LINC01282_Intergenic_upstream,Distal Intergenic,X,11490190.0,Gm14515
409,cg13935834,0.037263242879031,10,129849719,EBF3,EBF3,253738,conserved gene and region in mouse and human,EBF3_Intron,"Intron (ENST00000368648.7/253738, intron 10 of 15)",7,137207505.0,Ebf3,761,cg09161688,-0.0217736567881384,10,129873560,EBF3,253738,conserved gene and region in mouse and human,EBF3_Exon,"Exon (ENST00000368648.7/253738, exon 8 of 16)",7,137231272.0,Ebf3
214,cg07932605,0.0364644691579187,15,37102437,MEIS2,MEIS2,4212,mapped to different gene in human and mouse,MEIS2_Promoter,Promoter (1-2kb),2,116067930.0,Meis2,27,cg11686722,0.248000995781309,15,37099520,MEIS2,4212,conserved gene and region in mouse and human,MEIS2_fiveUTR,5' UTR,2,116064867.0,Meis2
369,cg12815291,0.0335504840572658,8,143439468,ZC3H3,ZC3H3,23144,conserved gene and region in mouse and human,ZC3H3_Intron,"Intron (ENST00000262577.6/23144, intron 11 of 11)",15,75756305.0,Zc3h3,86,cg12815291,0.031182490702223,8,143439468,ZC3H3,23144,conserved gene and region in mouse and human,ZC3H3_Intron,"Intron (ENST00000262577.6/23144, intron 11 of 11)",15,75756305.0,Zc3h3
31,cg01137681,0.0332002016781849,11,12764208,TEAD1,TEAD1,7003,conserved gene and region in mouse and human,TEAD1_fiveUTR,5' UTR,7,112759413.0,Tead1,309,cg01137681,0.132885563214952,11,12764208,TEAD1,7003,conserved gene and region in mouse and human,TEAD1_fiveUTR,5' UTR,7,112759413.0,Tead1
98,cg03909491,0.0331132467935636,16,51245157,SALL1,SALL1,6299,conserved gene but different region in human and mouse,SALL1_Intron,"Intron (ENST00000642450.1/ENST00000642450.1, intron 2 of 3)",8,89153120.0,Gm6625,103,cg00310215,0.0220294651576018,16,51151435,SALL1,6299,conserved gene but different region in human and mouse,SALL1_Promoter,Promoter (<=1kb),8,89042618.0,Sall1
28,cg01061575,0.0315107384044545,22,44702487,PRR5-ARHGAP8,PRR5-ARHGAP8,553158,mapped to different gene in human and mouse,PRR5-ARHGAP8_fiveUTR,Promoter (<=1kb),15,84681195.0,Prr5,547,cg01061575,0.225290178425032,22,44702487,PRR5-ARHGAP8,553158,mapped to different gene in human and mouse,PRR5-ARHGAP8_fiveUTR,Promoter (<=1kb),15,84681195.0,Prr5
240,cg08909367,0.0314815325090911,21,33096020,OLIG1,OLIG1,116448,conserved gene but different region in human and mouse,OLIG1_Intergenic_downstream,Distal Intergenic,16,91293063.0,Olig1,545,cg08909367,0.0806214741063186,21,33096020,OLIG1,116448,conserved gene but different region in human and mouse,OLIG1_Intergenic_downstream,Distal Intergenic,16,91293063.0,Olig1
815,cg27547112,0.0294771503870724,9,83973650,HNRNPK,HNRNPK,3190,conserved gene but different region in human and mouse,HNRNPK_Intron,"Intron (ENST00000448389.1/ENST00000448389.1, intron 1 of 1)",13,58395939.0,Hnrnpk,605,cg27547112,0.0876893730028635,9,83973650,HNRNPK,3190,conserved gene but different region in human and mouse,HNRNPK_Intron,"Intron (ENST00000448389.1/ENST00000448389.1, intron 1 of 1)",13,58395939.0,Hnrnpk
326,cg11610869,0.0287183725867154,16,54890798,CRNDE,CRNDE,643911,mapped to different gene in human and mouse,CRNDE_Intron,"Intron (ENST00000613942.2/643911, intron 4 of 5)",8,92335502.0,Irx5,501,cg11610869,0.101493013588436,16,54890798,CRNDE,643911,mapped to different gene in human and mouse,CRNDE_Intron,"Intron (ENST00000613942.2/643911, intron 4 of 5)",8,92335502.0,Irx5
567,cg19051359,0.0280298667599988,13,54394457,MIR1297,MIR1297,100302187,mapped to different gene in human and mouse,MIR1297_Intergenic_upstream,Distal Intergenic,14,81441366.0,Cyp2c73-ps,477,cg19051359,0.10701518274514,13,54394457,MIR1297,100302187,mapped to different gene in human and mouse,MIR1297_Intergenic_upstream,Distal Intergenic,14,81441366.0,Cyp2c73-ps
637,cg21180487,0.0277514916122434,1,154171419,TPM3,TPM3,7170,mapped to different gene in human and mouse,TPM3_threeUTR,3' UTR,3,90089116.0,Tpm3,293,cg21180487,0.0370412120723868,1,154171419,TPM3,7170,mapped to different gene in human and mouse,TPM3_threeUTR,3' UTR,3,90089116.0,Tpm3
168,cg06250511,0.0277052202254188,8,125219571,NSMCE2,NSMCE2,286053,"mapped in human, not mapped in mouse",NSMCE2_Intron,"Intron (ENST00000517532.5/286053, intron 5 of 6)",,,,555,cg06250511,0.0307555724579321,8,125219571,NSMCE2,286053,"mapped in human, not mapped in mouse",NSMCE2_Intron,"Intron (ENST00000517532.5/286053, intron 5 of 6)",,,
81,cg03163184,0.0273260531483827,12,16610213,LMO3,LMO3,55885,conserved gene but different region in human and mouse,LMO3_Promoter,Promoter (<=1kb),6,138426780.0,Lmo3,637,cg03163184,0.0272858488697548,12,16610213,LMO3,55885,conserved gene but different region in human and mouse,LMO3_Promoter,Promoter (<=1kb),6,138426780.0,Lmo3
159,cg05844937,0.0261509198698492,6,1613906,FOXC1,FOXC1,2296,conserved gene but different region in human and mouse,FOXC1_Intergenic_downstream,Distal Intergenic,13,31810652.0,Foxc1,689,cg05844937,0.162402095572821,6,1613906,FOXC1,2296,conserved gene but different region in human and mouse,FOXC1_Intergenic_downstream,Distal Intergenic,13,31810652.0,Foxc1
474,cg15913680,0.0261407965950773,11,72642299,PDE2A,PDE2A,5138,conserved gene but different region in human and mouse,PDE2A_fiveUTR,5' UTR,7,101451428.0,Gm45837,743,cg15913680,0.176597542549301,11,72642299,PDE2A,5138,conserved gene but different region in human and mouse,PDE2A_fiveUTR,5' UTR,7,101451428.0,Gm45837
765,cg25906744,0.0259197741291078,X,140088074,LOC389895,LOC389895,389895,"mapped in human, not mapped in mouse",LOC389895_Promoter,Promoter (3-4kb),,,,374,cg25906744,0.171057951467218,X,140088074,LOC389895,389895,"mapped in human, not mapped in mouse",LOC389895_Promoter,Promoter (3-4kb),,,
436,cg14701342,0.0252178475735969,18,77833139,LINC01029,GALR1,101927715,"mapped in human, not mapped in mouse",LINC01029_Intergenic_downstream,Distal Intergenic,18,81852564.0,Gm50297,425,cg14701342,0.0779089836475371,18,77833139,GALR1,101927715,"mapped in human, not mapped in mouse",LINC01029_Intergenic_downstream,Distal Intergenic,18,81852564.0,Gm50297
110,cg04368876,0.0249002642687048,10,96833840,LCOR,LCOR,84458,mapped to different gene in human and mouse,LCOR_Intron,"Intron (ENST00000371103.8/84458, intron 2 of 7)",19,41483958.0,Lcor,557,cg04368876,0.199793841497888,10,96833840,LCOR,84458,mapped to different gene in human and mouse,LCOR_Intron,"Intron (ENST00000371103.8/84458, intron 2 of 7)",19,41483958.0,Lcor
141,cg05456580,0.0245860533934553,14,31135533,HECTD1,HECTD1,25831,"mapped in human, not mapped in mouse",HECTD1_Exon,"Exon (ENST00000399332.6/25831, exon 21 of 43)",12,51774708.0,Hectd1,704,cg05456580,0.0434460437622846,14,31135533,HECTD1,25831,"mapped in human, not mapped in mouse",HECTD1_Exon,"Exon (ENST00000399332.6/25831, exon 21 of 43)",12,51774708.0,Hectd1
69,cg02551294,0.0239740054820948,1,62999399,LINC01739,ATG4C,105378769,mapped to different gene in human and mouse,LINC01739_Intron,"Intron (ENST00000641890.1/105378769, intron 1 of 1)",4,99374942.0,Gm12685,292,cg21102110,0.0252686330609154,1,62994313,ATG4C,105378769,"mapped in human, not mapped in mouse",LINC01739_Intron,"Intron (ENST00000641890.1/105378769, intron 1 of 1)",4,99370501.0,Gm12685
793,cg26845448,0.0237357563618935,5,114362796,KCNN2,KCNN2,3781,conserved gene but different region in human and mouse,KCNN2_fiveUTR,5' UTR,18,45560174.0,Gm31907,35,cg26845448,0.306361531991895,5,114362796,KCNN2,3781,conserved gene but different region in human and mouse,KCNN2_fiveUTR,5' UTR,18,45560174.0,Gm31907
192,cg07081182,0.0235179847708259,1,213159525,RPS6KC1,RPS6KC1,26750,conserved gene and region in mouse and human,RPS6KC1_Intron,"Intron (ENST00000543354.5/26750, intron 5 of 13)",1,190853897.0,Rps6kc1,260,cg07081182,0.0801413412243253,1,213159525,RPS6KC1,26750,conserved gene and region in mouse and human,RPS6KC1_Intron,"Intron (ENST00000543354.5/26750, intron 5 of 13)",1,190853897.0,Rps6kc1
189,cg07014363,0.0234122798519501,11,131562171,NTM,NTM,50863,conserved gene and region in mouse and human,NTM_Intron,"Intron (ENST00000374791.7/50863, intron 1 of 7)",9,29771589.0,Ntm,702,cg07014363,0.110807787186937,11,131562171,NTM,50863,conserved gene and region in mouse and human,NTM_Intron,"Intron (ENST00000374791.7/50863, intron 1 of 7)",9,29771589.0,Ntm
278,cg10128645,0.0233490757069871,X,106848291,TBC1D8B,TBC1D8B,54885,conserved gene and region in mouse and human,TBC1D8B_Exon,"Exon (ENST00000357242.10/54885, exon 11 of 21)",X,139732363.0,Tbc1d8b,427,cg10128645,0.00604145687522343,X,106848291,TBC1D8B,54885,conserved gene and region in mouse and human,TBC1D8B_Exon,"Exon (ENST00000357242.10/54885, exon 11 of 21)",X,139732363.0,Tbc1d8b
438,cg14738500,0.0233155559534979,1,92486763,GFI1,GFI1,2672,conserved gene but different region in human and mouse,GFI1_fiveUTR,Promoter (<=1kb),5,107726684.0,Gfi1,519,cg14738500,0.0791544739829005,1,92486763,GFI1,2672,conserved gene but different region in human and mouse,GFI1_fiveUTR,Promoter (<=1kb),5,107726684.0,Gfi1
